referentiel,tgv_ref,cible_ref,cible_intitule,relation,justification
soc2-type2,P16.05,P8.1,"The entity implements a process for receiving, addressing, resolving, and communicating the resolution of inquiries, complaints, and disputes from data subjects and others and periodically monitors compliance to meet the entity’s objectives related to privacy. Corrections and other necessary actions related to identified deficiencies are made or taken in a timely manner.",tgv_plus_etroit,Registre des plaintes contenant les réponses et tenu à jour = suivi/documentation du traitement des plaintes (P8.1).
soc2-type2,P17.01,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Processus de réception/traitement des demandes de désindexation = effacement/limitation de la diffusion (P4.3), chevauchement partiel avec le traitement des demandes."
soc2-type2,P17.02,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,recoupement_partiel,"Vérification des exigences légales empêchant la désindexation = contrôle préalable à l'effacement (P4.3), chevauchement partiel."
soc2-type2,P17.03,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Processus de destruction/anonymisation/désindexation des RP = élimination sécurisée/de-identification (P4.3).
soc2-type2,P17.04,P5.2,"The entity corrects, amends, or appends personal information based on information provided by data subjects and communicates such information to third parties, as committed or required, to meet the entity’s objectives related to privacy. If a request for correction is denied, data subjects are informed of the denial and reason for such denial to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Protocole d'information de la personne sur l'impossibilité de désindexer = refus motivé communiqué à la personne (P5.2).
soc2-type2,P17.05,P4.3,The entity securely disposes of personal information to meet the entity’s objectives related to privacy.,tgv_plus_etroit,Anonymisation ou destruction pour répondre aux demandes de désindexation = élimination sécurisée/de-identification (P4.3).
soc2-type2,P18.01,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Processus permettant à la personne de demander une copie de ses RP = droit d'accès avec fourniture de copies (P5.1).
soc2-type2,P18.02,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Communication des RP dans un format structuré et couramment utilisé = fourniture de copies électroniques à la personne (P5.1).
soc2-type2,P18.03,P5.1,"The entity grants identified and authenticated data subjects the ability to access their stored personal information for review and, upon request, provides physical or electronic copies of that information to data subjects to meet the entity’s objectives related to privacy. If access is denied, data subjects are informed of the denial and reason for such denial, as required, to meet the entity’s objectives related to privacy.",tgv_plus_etroit,Personnel formé pour communiquer les RP de façon sécuritaire et dans un délai raisonnable = fourniture d'accès conforme aux objectifs (P5.1).
soc2-type2,S01.01,CC3.2,COSO Principle 7,tgv_plus_etroit,Évaluation des risques de sécurité à la conception et avant mise en production = identification et analyse des risques (CC3.2).
soc2-type2,S01.02,CC3.2,COSO Principle 7,tgv_plus_etroit,Évaluations périodiques des risques et vulnérabilités (CID) = identification/analyse continue des risques (CC3.2).
soc2-type2,S01.03,CC3.4,COSO Principle 9,tgv_plus_etroit,Réévaluation des risques approuvée par la direction lors de changements majeurs = identification/évaluation des changements impactant les contrôles (CC3.4).
soc2-type2,S02.01,CC5.3,COSO Principle 12,tgv_plus_etroit,"Politiques de sécurité (objectifs, principes, rôles, dérogations) = déploiement de contrôles par des politiques (CC5.3)."
soc2-type2,S02.02,CC5.3,COSO Principle 12,tgv_plus_etroit,"Normes, processus et procédures techniques de sécurité = procédures mettant les politiques en action (CC5.3)."
soc2-type2,S02.03,CC5.3,COSO Principle 12,tgv_plus_etroit,"Politiques approuvées par la direction, communiquées et maintenues à jour = gouvernance/documentation des politiques (CC5.3)."
soc2-type2,S02.04,CC7.4,"The entity responds to identified security incidents by executing a defined incident response program to understand, contain, remediate, and communicate security incidents, as appropriate.",recoupement_partiel,"Cadre de bonnes pratiques et procédure à suivre en cas d'incident = programme de réponse aux incidents (CC7.4), chevauchement partiel (volet usage)."
soc2-type2,S03.01,CC1.3,COSO Principle 3,tgv_plus_etroit,"Définition des responsabilités en matière de sécurité = structures, autorités et responsabilités (CC1.3)."
soc2-type2,S03.02,CC1.3,COSO Principle 3,tgv_plus_etroit,Responsable attitré de la sécurité de l'application et des actifs = attribution des responsabilités (CC1.3).
soc2-type2,S03.03,CC5.1,COSO Principle 10,tgv_plus_etroit,Identification des tâches incompatibles et mesures de limitation = contrôle de la séparation des tâches (CC5.1).
